question,distractor_type,meteor_score,semantic_similarity,grammar_score,diversity_score,subject
"A patient presents with elevated blood pressure, headache, and dizziness. The most appropriate initial diagnostic test would be:",semantic_confounders,0.0,0.1309432,1.0,0.44326073075602146,professional_medicine
Which of the following is Newton's Second Law of Motion?,semantic_confounders,0.0,0.25849363,0.6666666666666666,0.28358668047873,high_school_physics
What is the recency effect in memory?,semantic_confounders,0.39003701807436064,0.677773,1.0,0.24748699178075398,high_school_psychology
Under what circumstances can a private citizen legally use deadly force against another person?,semantic_confounders,0.06955484896661368,0.35273245,1.0,0.6464649265346647,professional_law
What is the solution to the system of equations: 2x + y = 5 and x - y = 1?,semantic_confounders,0.625,0.8403175,0.5,0.12064352716677218,high_school_mathematics
Which of the following is the most common cause of community-acquired pneumonia?,semantic_confounders,0.0,0.33855304,1.0,0.6083400622637095,professional_medicine
Which of the following is NOT involved in photosynthesis?,semantic_confounders,0.16666666666666666,0.49165025,0.8333333333333334,0.6728924563642712,high_school_biology
Which of the following is NOT a principle of object-oriented programming?,semantic_confounders,0.15151515151515152,0.43260542,1.0,0.6290747920454731,college_computer_science
What is the primary role of fiber in the diet?,semantic_confounders,0.032679738562091505,0.2578688,1.0,0.5710189537293598,nutrition
The Treaty of Versailles was signed at the end of which war?,semantic_confounders,0.7397910731244065,0.8363872,1.0,0.48190364346415304,high_school_world_history
Who was the first Emperor of China?,semantic_confounders,0.043859649122807015,0.43338594,0.8333333333333334,0.5332396883794447,high_school_world_history
What is the primary function of mitochondria in a cell?,semantic_confounders,0.0,0.122675695,1.0,0.7119134745686261,high_school_biology
What is the time complexity of the quicksort algorithm in the average case?,semantic_confounders,0.3125,0.8012884,0.8333333333333334,0.09433396962660572,college_computer_science
A plaintiff brings a products liability action against the manufacturer of a lawnmower. The plaintiff was injured while using the lawnmower when his foot slipped under the mower. The plaintiff's expert witness testifies that the blade guard was of a type that was more dangerous than alternative designs. The defendant's expert testifies that the blade guard was designed in accordance with government safety regulations. The jury should find for whom?,semantic_confounders,0.31158371569913673,0.6996184,1.0,0.23249219270397595,professional_law
Which of the following is the most common cause of community-acquired pneumonia?,semantic_confounders,0.0,0.3722558,1.0,0.6277442230524387,professional_medicine
What is the solution to the system of equations: 2x + y = 5 and x - y = 1?,semantic_confounders,0.8175617283950617,0.82286197,0.5,0.11097478405049166,high_school_mathematics
What is the time complexity of the quicksort algorithm in the average case?,semantic_confounders,0.0,0.66181976,0.8333333333333334,0.19249524059918424,college_computer_science
The Treaty of Versailles was signed at the end of which war?,semantic_confounders,0.7397910731244065,0.8392296,1.0,0.4795518130879339,high_school_world_history
An object with mass m is moving with velocity v. What is its kinetic energy?,semantic_confounders,0.0,0.66518885,0.5,0.5143869476641956,high_school_physics
What is the primary function of mitochondria in a cell?,semantic_confounders,0.07246376811594203,0.2636993,1.0,0.4770671710571927,high_school_biology
Which of the following is NOT a water-soluble vitamin?,semantic_confounders,0.25,0.589596,1.0,0.38828516286351095,nutrition
Under what circumstances can a private citizen legally use deadly force against another person?,semantic_confounders,0.05033681249537345,0.40628728,1.0,0.26272715233775334,professional_law
Who was the first Emperor of China?,semantic_confounders,0.0,0.51859343,1.0,0.25892877345837806,high_school_world_history
"According to Kant's categorical imperative, one should:",semantic_confounders,0.09715380405035577,0.4342765,1.0,0.39683040648947426,philosophy
Which of the following is NOT involved in photosynthesis?,semantic_confounders,0.16666666666666666,0.49165025,0.8333333333333334,0.6728924563642712,high_school_biology
Which of the following is Newton's Second Law of Motion?,semantic_confounders,0.0,0.17538051,1.0,0.2511781693672422,high_school_physics
"If f(x) = 3x² - 2x + 5, what is f'(x)?",semantic_confounders,0.3194444444444444,0.704592,1.0,0.288386088346888,high_school_mathematics
Which of the following is NOT a principle of object-oriented programming?,semantic_confounders,0.0,0.12035927,1.0,0.8014187583657592,college_computer_science
"A patient presents with elevated blood pressure, headache, and dizziness. The most appropriate initial diagnostic test would be:",semantic_confounders,0.0,0.23536426,1.0,0.5010286150209602,professional_medicine
What is the recency effect in memory?,semantic_confounders,0.6643047875685683,0.7482326,1.0,0.14886100121348475,high_school_psychology
What is the primary role of fiber in the diet?,semantic_confounders,0.032679738562091505,0.24790795,1.0,0.6081905740241993,nutrition
Which of the following is NOT one of Freud's psychosexual stages of development?,semantic_confounders,0.25,0.47224465,1.0,0.4603810910538897,high_school_psychology
Which philosopher is associated with the concept of the 'social contract'?,semantic_confounders,0.0,0.30251062,1.0,0.5962221084941101,philosophy
What is the recency effect in memory?,semantic_confounders,0.5657955610747897,0.71077174,1.0,0.18263022097638096,high_school_psychology
The Treaty of Versailles was signed at the end of which war?,semantic_confounders,0.7397910731244065,0.8392296,1.0,0.4795518130879339,high_school_world_history
"According to Kant's categorical imperative, one should:",semantic_confounders,0.11904761904761905,0.38865212,1.0,0.29506652919360193,philosophy
"If f(x) = 3x² - 2x + 5, what is f'(x)?",semantic_confounders,0.4166666666666667,0.7437536,1.0,0.37294311969839233,high_school_mathematics
An object with mass m is moving with velocity v. What is its kinetic energy?,semantic_confounders,0.0,0.54626465,0.5,0.40779051657197013,high_school_physics
Which of the following is NOT a principle of object-oriented programming?,semantic_confounders,0.15151515151515152,0.40961447,1.0,0.6704642263385218,college_computer_science
Which of the following is NOT involved in photosynthesis?,semantic_confounders,0.16666666666666666,0.47396252,0.8333333333333334,0.6380792564967644,high_school_biology
Which of the following is NOT one of Freud's psychosexual stages of development?,semantic_confounders,0.25,0.5010235,1.0,0.4404086799319975,high_school_psychology
Under what circumstances can a private citizen legally use deadly force against another person?,semantic_confounders,0.02136752136752137,0.39955735,1.0,0.32935922108115745,professional_law
What is the primary function of mitochondria in a cell?,semantic_confounders,0.04065040650406504,0.20190728,1.0,0.6794870228040725,high_school_biology
Who was the first Emperor of China?,semantic_confounders,0.04273504273504274,0.5146604,1.0,0.3608221961716563,high_school_world_history
Which of the following is NOT a water-soluble vitamin?,semantic_confounders,0.25,0.5978872,1.0,0.38828516286351095,nutrition
A plaintiff brings a products liability action against the manufacturer of a lawnmower. The plaintiff was injured while using the lawnmower when his foot slipped under the mower. The plaintiff's expert witness testifies that the blade guard was of a type that was more dangerous than alternative designs. The defendant's expert testifies that the blade guard was designed in accordance with government safety regulations. The jury should find for whom?,semantic_confounders,0.21996606248763487,0.6857233,1.0,0.24749985350874004,professional_law
What is the solution to the system of equations: 2x + y = 5 and x - y = 1?,semantic_confounders,0.625,0.81315356,0.5,0.275306527623509,high_school_mathematics
Which philosopher is associated with the concept of the 'social contract'?,semantic_confounders,0.0,0.3507087,1.0,0.6629802248819803,philosophy
What is the primary role of fiber in the diet?,semantic_confounders,0.03333333333333334,0.3232483,1.0,0.6440947905806653,nutrition
What is the time complexity of the quicksort algorithm in the average case?,semantic_confounders,0.3125,0.839089,0.8333333333333334,0.19249524059918424,college_computer_science
Which of the following is Newton's Second Law of Motion?,semantic_confounders,0.0,0.17071538,1.0,0.2511781693672422,high_school_physics
Which of the following is the most common cause of community-acquired pneumonia?,semantic_confounders,0.0,0.3722558,1.0,0.6277442230524387,professional_medicine
"A patient presents with elevated blood pressure, headache, and dizziness. The most appropriate initial diagnostic test would be:",semantic_confounders,0.0,0.1697306,1.0,0.2851913561747361,professional_medicine
Which philosopher is associated with the concept of the 'social contract'?,semantic_confounders,0.0,0.3507087,1.0,0.6629802248819803,philosophy
"According to Kant's categorical imperative, one should:",semantic_confounders,0.09784644194756553,0.45676813,1.0,0.39919694427269,philosophy
Which of the following is NOT a water-soluble vitamin?,semantic_confounders,0.25,0.589596,1.0,0.38828516286351095,nutrition
What is the recency effect in memory?,semantic_confounders,0.5099226102161748,0.68721485,1.0,0.1893483085577309,high_school_psychology
The Treaty of Versailles was signed at the end of which war?,semantic_confounders,0.7397910731244065,0.8392296,1.0,0.4795518130879339,high_school_world_history
Which of the following is NOT a principle of object-oriented programming?,semantic_confounders,0.0,0.32507738,1.0,0.5795296630537137,college_computer_science
What is the primary role of fiber in the diet?,semantic_confounders,0.0308641975308642,0.24669021,1.0,0.6311385972596356,nutrition
Which of the following is NOT one of Freud's psychosexual stages of development?,semantic_confounders,0.25,0.46368888,1.0,0.4758285928887738,high_school_psychology
Which of the following is the most common cause of community-acquired pneumonia?,semantic_confounders,0.0,0.33855304,1.0,0.6083400622637095,professional_medicine
An object with mass m is moving with velocity v. What is its kinetic energy?,semantic_confounders,0.0,0.70027345,0.5,0.4375940607440529,high_school_physics
What is the solution to the system of equations: 2x + y = 5 and x - y = 1?,semantic_confounders,0.625,0.8403175,0.5,0.12064352716677218,high_school_mathematics
Which of the following is Newton's Second Law of Motion?,semantic_confounders,0.0,0.19872369,0.8333333333333334,0.31350975764125094,high_school_physics
"A patient presents with elevated blood pressure, headache, and dizziness. The most appropriate initial diagnostic test would be:",semantic_confounders,0.0,0.18646549,1.0,0.23784269912375378,professional_medicine
A plaintiff brings a products liability action against the manufacturer of a lawnmower. The plaintiff was injured while using the lawnmower when his foot slipped under the mower. The plaintiff's expert witness testifies that the blade guard was of a type that was more dangerous than alternative designs. The defendant's expert testifies that the blade guard was designed in accordance with government safety regulations. The jury should find for whom?,semantic_confounders,0.32344644521097937,0.6660981,1.0,0.24927248335561913,professional_law
What is the time complexity of the quicksort algorithm in the average case?,semantic_confounders,0.0,0.66181976,0.8333333333333334,0.19249524059918424,college_computer_science
What is the primary function of mitochondria in a cell?,semantic_confounders,0.0,0.17837769,1.0,0.6545353852971135,high_school_biology
Under what circumstances can a private citizen legally use deadly force against another person?,semantic_confounders,0.10139414844665855,0.4512262,1.0,0.45416558195694484,professional_law
"If f(x) = 3x² - 2x + 5, what is f'(x)?",semantic_confounders,0.3194444444444444,0.704592,1.0,0.288386088346888,high_school_mathematics
Who was the first Emperor of China?,semantic_confounders,0.043859649122807015,0.4421331,0.6666666666666666,0.6008849943758928,high_school_world_history
Which of the following is NOT involved in photosynthesis?,semantic_confounders,0.15151515151515152,0.3765322,0.8333333333333334,0.7361103937965713,high_school_biology
Who was the first Emperor of China?,semantic_confounders,0.043859649122807015,0.41805658,0.6666666666666666,0.6008849943758928,high_school_world_history
What is the primary function of mitochondria in a cell?,semantic_confounders,0.0,0.18999563,1.0,0.8198351236945897,high_school_biology
Which of the following is NOT a principle of object-oriented programming?,semantic_confounders,0.0,0.28473815,1.0,0.6038966539822211,college_computer_science
"According to Kant's categorical imperative, one should:",semantic_confounders,0.09392408343049619,0.44230494,1.0,0.3575415051112761,philosophy
"If f(x) = 3x² - 2x + 5, what is f'(x)?",semantic_confounders,0.2638888888888889,0.6856303,1.0,0.38836925111683146,high_school_mathematics
What is the recency effect in memory?,semantic_confounders,0.6427812818345363,0.7561329,1.0,0.059297677718199125,high_school_psychology
A plaintiff brings a products liability action against the manufacturer of a lawnmower. The plaintiff was injured while using the lawnmower when his foot slipped under the mower. The plaintiff's expert witness testifies that the blade guard was of a type that was more dangerous than alternative designs. The defendant's expert testifies that the blade guard was designed in accordance with government safety regulations. The jury should find for whom?,semantic_confounders,0.28979051502721204,0.7052118,1.0,0.4016167115091858,professional_law
Which of the following is NOT a water-soluble vitamin?,semantic_confounders,0.25,0.5978872,1.0,0.38828516286351095,nutrition
What is the primary role of fiber in the diet?,semantic_confounders,0.08413461538461538,0.41390514,1.0,0.673897237206624,nutrition
What is the time complexity of the quicksort algorithm in the average case?,semantic_confounders,0.0,0.66181976,0.8333333333333334,0.19249524059918424,college_computer_science
Which of the following is NOT involved in photosynthesis?,semantic_confounders,0.16666666666666666,0.49165025,0.8333333333333334,0.6728924563642712,high_school_biology
Under what circumstances can a private citizen legally use deadly force against another person?,semantic_confounders,0.022522522522522525,0.38710582,1.0,0.468682487115065,professional_law
What is the solution to the system of equations: 2x + y = 5 and x - y = 1?,semantic_confounders,0.8734567901234568,0.8751306,0.5,0.11871608164137155,high_school_mathematics
An object with mass m is moving with velocity v. What is its kinetic energy?,semantic_confounders,0.0,0.70027345,0.5,0.4375940607440529,high_school_physics
Which of the following is Newton's Second Law of Motion?,semantic_confounders,0.0,0.20531958,0.8333333333333334,0.3147331134315004,high_school_physics
The Treaty of Versailles was signed at the end of which war?,semantic_confounders,0.7397910731244065,0.8392296,1.0,0.4795518130879339,high_school_world_history
Which philosopher is associated with the concept of the 'social contract'?,semantic_confounders,0.0,0.30251062,1.0,0.5962221084941101,philosophy
Which of the following is NOT one of Freud's psychosexual stages of development?,semantic_confounders,0.25,0.4503561,1.0,0.4404086799319975,high_school_psychology
Which of the following is the most common cause of community-acquired pneumonia?,semantic_confounders,0.0,0.33855304,1.0,0.6083400622637095,professional_medicine
"A patient presents with elevated blood pressure, headache, and dizziness. The most appropriate initial diagnostic test would be:",semantic_confounders,0.0,0.19415183,1.0,0.39900820870245896,professional_medicine
Under what circumstances can a private citizen legally use deadly force against another person?,semantic_confounders,0.02192982456140351,0.27265462,1.0,0.5716281607575128,professional_law
What is the primary role of fiber in the diet?,semantic_confounders,0.032051282051282055,0.30579385,1.0,0.6995434249166097,nutrition
"A patient presents with elevated blood pressure, headache, and dizziness. The most appropriate initial diagnostic test would be:",semantic_confounders,0.0,0.21895629,1.0,0.4907568081091858,professional_medicine
Which of the following is NOT a water-soluble vitamin?,semantic_confounders,0.25,0.5978872,1.0,0.38828516286351095,nutrition
"If f(x) = 3x² - 2x + 5, what is f'(x)?",semantic_confounders,0.3194444444444444,0.704592,1.0,0.288386088346888,high_school_mathematics
Which of the following is the most common cause of community-acquired pneumonia?,semantic_confounders,0.0,0.42536274,1.0,0.6083400622637094,professional_medicine
What is the primary function of mitochondria in a cell?,semantic_confounders,0.04065040650406504,0.2793936,1.0,0.5288104305296066,high_school_biology
What is the time complexity of the quicksort algorithm in the average case?,semantic_confounders,0.3125,0.8012884,0.8333333333333334,0.09433396962660572,college_computer_science
Which of the following is NOT involved in photosynthesis?,semantic_confounders,0.16666666666666666,0.49165025,0.8333333333333334,0.6728924563642712,high_school_biology
Which of the following is NOT a principle of object-oriented programming?,semantic_confounders,0.15151515151515152,0.40623692,1.0,0.6309889679874773,college_computer_science
Which of the following is NOT one of Freud's psychosexual stages of development?,syntax_manipulations,0.25,0.48520526,1.0,0.4152179645886828,high_school_psychology
Which of the following is NOT a principle of object-oriented programming?,syntax_manipulations,0.0,0.38000098,1.0,0.5814224882750698,college_computer_science
Under what circumstances can a private citizen legally use deadly force against another person?,syntax_manipulations,0.09966626117478601,0.45616862,1.0,0.22726273309657294,professional_law
"A patient presents with elevated blood pressure, headache, and dizziness. The most appropriate initial diagnostic test would be:",syntax_manipulations,0.0,0.1479579,1.0,0.3385924046582369,professional_medicine
Which of the following is the most common cause of community-acquired pneumonia?,syntax_manipulations,0.0,0.45794263,0.8333333333333334,0.3502084945493285,professional_medicine
What is the primary role of fiber in the diet?,syntax_manipulations,0.0,0.17539217,1.0,0.8351362099429753,nutrition
An object with mass m is moving with velocity v. What is its kinetic energy?,syntax_manipulations,0.16666666666666666,0.62973243,0.5,0.3918871062322718,high_school_physics
A plaintiff brings a products liability action against the manufacturer of a lawnmower. The plaintiff was injured while using the lawnmower when his foot slipped under the mower. The plaintiff's expert witness testifies that the blade guard was of a type that was more dangerous than alternative designs. The defendant's expert testifies that the blade guard was designed in accordance with government safety regulations. The jury should find for whom?,syntax_manipulations,0.32044430522726663,0.59805566,1.0,0.3042045763437418,professional_law
What is the primary function of mitochondria in a cell?,syntax_manipulations,0.2717391304347826,0.31670156,1.0,0.7832352772633194,high_school_biology
Which of the following is NOT involved in photosynthesis?,syntax_manipulations,0.16666666666666666,0.49429512,1.0,0.6255254376861787,high_school_biology
Which philosopher is associated with the concept of the 'social contract'?,syntax_manipulations,0.0,0.17823018,1.0,0.672021450164563,philosophy
Which of the following is NOT a water-soluble vitamin?,syntax_manipulations,0.9375,1.0,1.0,0.3808274505976672,nutrition
"If f(x) = 3x² - 2x + 5, what is f'(x)?",syntax_manipulations,0.47222222222222215,0.7653322,1.0,0.2896149594869708,high_school_mathematics
What is the time complexity of the quicksort algorithm in the average case?,syntax_manipulations,0.0,0.73919654,1.0,0.013752148518036597,college_computer_science
What is the solution to the system of equations: 2x + y = 5 and x - y = 1?,syntax_manipulations,0.8175617283950617,0.82686347,0.5,0.2536310796804689,high_school_mathematics
Which of the following is Newton's Second Law of Motion?,syntax_manipulations,0.0,0.19872369,0.8333333333333334,0.31350975764125094,high_school_physics
Who was the first Emperor of China?,syntax_manipulations,0.08547008547008549,0.5378514,0.8333333333333334,0.46389784679524126,high_school_world_history
The Treaty of Versailles was signed at the end of which war?,syntax_manipulations,0.7397910731244065,0.8350315,1.0,0.4706746714433075,high_school_world_history
What is the recency effect in memory?,syntax_manipulations,0.6544540535073079,0.76012015,1.0,0.05962989682911268,high_school_psychology
"According to Kant's categorical imperative, one should:",syntax_manipulations,0.09297912713472485,0.45880994,1.0,0.13079105899186302,philosophy
Who was the first Emperor of China?,syntax_manipulations,0.08547008547008549,0.56101745,1.0,0.5318580035699094,high_school_world_history
An object with mass m is moving with velocity v. What is its kinetic energy?,syntax_manipulations,0.16666666666666666,0.6329373,0.5,0.37859971957370475,high_school_physics
What is the primary role of fiber in the diet?,syntax_manipulations,0.030303030303030304,0.26704314,1.0,0.5684262752899994,nutrition
A plaintiff brings a products liability action against the manufacturer of a lawnmower. The plaintiff was injured while using the lawnmower when his foot slipped under the mower. The plaintiff's expert witness testifies that the blade guard was of a type that was more dangerous than alternative designs. The defendant's expert testifies that the blade guard was designed in accordance with government safety regulations. The jury should find for whom?,syntax_manipulations,0.30974793627411357,0.64612925,1.0,0.3190894428950008,professional_law
What is the time complexity of the quicksort algorithm in the average case?,syntax_manipulations,0.07575757575757576,0.70787454,0.6666666666666666,0.09698824682929257,college_computer_science
What is the recency effect in memory?,syntax_manipulations,0.6544540535073079,0.7560579,1.0,0.07701679052337151,high_school_psychology
What is the solution to the system of equations: 2x + y = 5 and x - y = 1?,syntax_manipulations,0.625,0.80217046,0.5,0.17180860839374304,high_school_mathematics
Which of the following is NOT one of Freud's psychosexual stages of development?,syntax_manipulations,0.25,0.4562203,1.0,0.47694696492022964,high_school_psychology
"A patient presents with elevated blood pressure, headache, and dizziness. The most appropriate initial diagnostic test would be:",syntax_manipulations,0.0,0.10320782,1.0,0.3138916563240656,professional_medicine
"According to Kant's categorical imperative, one should:",syntax_manipulations,0.09344598054275473,0.44443968,1.0,0.2922192612162652,philosophy
Which of the following is the most common cause of community-acquired pneumonia?,syntax_manipulations,0.0,0.3262048,1.0,0.6249072866716358,professional_medicine
What is the primary function of mitochondria in a cell?,syntax_manipulations,0.0,0.13967448,1.0,0.8053956925061301,high_school_biology
Which of the following is Newton's Second Law of Motion?,syntax_manipulations,0.0,0.20531958,0.8333333333333334,0.3147331134315004,high_school_physics
Which philosopher is associated with the concept of the 'social contract'?,syntax_manipulations,0.0,0.31449068,1.0,0.6814776158640147,philosophy
The Treaty of Versailles was signed at the end of which war?,syntax_manipulations,0.07568027210884354,0.32483196,1.0,0.29592682927252417,high_school_world_history
Which of the following is NOT involved in photosynthesis?,syntax_manipulations,0.16666666666666666,0.49165025,0.8333333333333334,0.6728924563642712,high_school_biology
"If f(x) = 3x² - 2x + 5, what is f'(x)?",syntax_manipulations,0.2638888888888889,0.6433256,1.0,0.3568946824153525,high_school_mathematics
Which of the following is NOT a principle of object-oriented programming?,syntax_manipulations,0.15151515151515152,0.5158648,1.0,0.6513602591063918,college_computer_science
Which of the following is NOT a water-soluble vitamin?,syntax_manipulations,0.4791666666666667,0.6997642,1.0,0.3808274505976672,nutrition
Under what circumstances can a private citizen legally use deadly force against another person?,syntax_manipulations,0.11970056638347493,0.5196562,1.0,0.27957805293388344,professional_law
"According to Kant's categorical imperative, one should:",syntax_manipulations,0.13408472600077728,0.46973348,1.0,0.18754428884504537,philosophy
Which of the following is NOT a water-soluble vitamin?,syntax_manipulations,0.4791666666666667,0.72943157,1.0,0.3686273183998603,nutrition
Which philosopher is associated with the concept of the 'social contract'?,syntax_manipulations,0.0,0.3160292,1.0,0.6371298118999014,philosophy
"If f(x) = 3x² - 2x + 5, what is f'(x)?",syntax_manipulations,0.2638888888888889,0.6799868,1.0,0.4217927710051595,high_school_mathematics
Which of the following is NOT one of Freud's psychosexual stages of development?,syntax_manipulations,0.25,0.55501354,1.0,0.4313848240948697,high_school_psychology
A plaintiff brings a products liability action against the manufacturer of a lawnmower. The plaintiff was injured while using the lawnmower when his foot slipped under the mower. The plaintiff's expert witness testifies that the blade guard was of a type that was more dangerous than alternative designs. The defendant's expert testifies that the blade guard was designed in accordance with government safety regulations. The jury should find for whom?,syntax_manipulations,0.406808732204226,0.66242474,1.0,0.23770095125354682,professional_law
An object with mass m is moving with velocity v. What is its kinetic energy?,syntax_manipulations,0.0,0.4163016,0.5,0.127938829962011,high_school_physics
"A patient presents with elevated blood pressure, headache, and dizziness. The most appropriate initial diagnostic test would be:",syntax_manipulations,0.0,0.11886481,1.0,0.37326280255257843,professional_medicine
Which of the following is Newton's Second Law of Motion?,syntax_manipulations,0.0,0.20531958,0.8333333333333334,0.3147331134315004,high_school_physics
What is the recency effect in memory?,syntax_manipulations,0.6527213417745962,0.7535901,1.0,0.08613197402179203,high_school_psychology
Under what circumstances can a private citizen legally use deadly force against another person?,syntax_manipulations,0.09852216748768473,0.47422206,1.0,0.24130374344709402,professional_law
What is the solution to the system of equations: 2x + y = 5 and x - y = 1?,syntax_manipulations,0.8175617283950617,0.8753117,0.5,0.2247893742826532,high_school_mathematics
Which of the following is the most common cause of community-acquired pneumonia?,syntax_manipulations,0.3125,0.55575716,1.0,0.6543723732672669,professional_medicine
Which of the following is NOT involved in photosynthesis?,syntax_manipulations,0.16666666666666666,0.5053032,1.0,0.6164813903331462,high_school_biology
Which of the following is NOT a principle of object-oriented programming?,syntax_manipulations,0.0,0.26871702,1.0,0.7032506852681496,college_computer_science
What is the primary role of fiber in the diet?,syntax_manipulations,0.0,0.13623829,1.0,0.8031251449919323,nutrition
The Treaty of Versailles was signed at the end of which war?,syntax_manipulations,0.23193027210884354,0.36418295,1.0,0.19457925562599573,high_school_world_history
Who was the first Emperor of China?,syntax_manipulations,0.04273504273504274,0.42204782,0.611111111111111,0.44126287911158685,high_school_world_history
What is the primary function of mitochondria in a cell?,syntax_manipulations,0.3540562036055143,0.49360833,1.0,0.5873447031001952,high_school_biology
What is the time complexity of the quicksort algorithm in the average case?,syntax_manipulations,0.3125,0.8012884,0.8333333333333334,0.09433396962660572,college_computer_science
A plaintiff brings a products liability action against the manufacturer of a lawnmower. The plaintiff was injured while using the lawnmower when his foot slipped under the mower. The plaintiff's expert witness testifies that the blade guard was of a type that was more dangerous than alternative designs. The defendant's expert testifies that the blade guard was designed in accordance with government safety regulations. The jury should find for whom?,syntax_manipulations,0.31013197829927264,0.62663656,1.0,0.28932990951169124,professional_law
Which of the following is the most common cause of community-acquired pneumonia?,syntax_manipulations,0.0,0.43046394,0.611111111111111,0.34155641190040437,professional_medicine
What is the solution to the system of equations: 2x + y = 5 and x - y = 1?,syntax_manipulations,0.625,0.80065656,0.5,0.2536310796804689,high_school_mathematics
What is the time complexity of the quicksort algorithm in the average case?,syntax_manipulations,0.0,0.66181976,0.8333333333333334,0.19249524059918424,college_computer_science
The Treaty of Versailles was signed at the end of which war?,syntax_manipulations,0.34651360544217685,0.46947184,1.0,0.18328827770123834,high_school_world_history
An object with mass m is moving with velocity v. What is its kinetic energy?,syntax_manipulations,0.0,0.32369766,0.5,0.5428316567054204,high_school_physics
What is the primary function of mitochondria in a cell?,syntax_manipulations,0.2717391304347826,0.33556798,1.0,0.7892984946059279,high_school_biology
Which of the following is NOT a water-soluble vitamin?,syntax_manipulations,0.4791666666666667,0.8134386,1.0,0.3808274505976672,nutrition
Under what circumstances can a private citizen legally use deadly force against another person?,syntax_manipulations,0.10056137029875711,0.45427728,1.0,0.26630966930125133,professional_law
Who was the first Emperor of China?,syntax_manipulations,0.08547008547008549,0.47163072,0.4444444444444444,0.37504791613260124,high_school_world_history
"According to Kant's categorical imperative, one should:",syntax_manipulations,0.0928740290442418,0.45396733,1.0,0.22556985969650623,philosophy
Which of the following is NOT involved in photosynthesis?,syntax_manipulations,0.16666666666666666,0.47337878,1.0,0.7510412097265292,high_school_biology
Which of the following is Newton's Second Law of Motion?,syntax_manipulations,0.0,0.21159095,0.8333333333333334,0.21054316388222014,high_school_physics
"If f(x) = 3x² - 2x + 5, what is f'(x)?",syntax_manipulations,0.2638888888888889,0.718242,1.0,0.35200187051638476,high_school_mathematics
Which of the following is NOT a principle of object-oriented programming?,syntax_manipulations,0.15151515151515152,0.48541918,1.0,0.6394194370272185,college_computer_science
"A patient presents with elevated blood pressure, headache, and dizziness. The most appropriate initial diagnostic test would be:",syntax_manipulations,0.0,0.20132135,1.0,0.34586298483221195,professional_medicine
What is the recency effect in memory?,syntax_manipulations,0.6518745277698875,0.7266669,1.0,0.08853013167924066,high_school_psychology
What is the primary role of fiber in the diet?,syntax_manipulations,0.049019607843137254,0.3223796,1.0,0.6464064694159016,nutrition
Which of the following is NOT one of Freud's psychosexual stages of development?,syntax_manipulations,0.25,0.48392463,1.0,0.39081862683740026,high_school_psychology
Which philosopher is associated with the concept of the 'social contract'?,syntax_manipulations,0.0,0.32343653,1.0,0.650830458245647,philosophy
What is the recency effect in memory?,syntax_manipulations,0.5580610637809849,0.7238397,1.0,0.11153986879066828,high_school_psychology
The Treaty of Versailles was signed at the end of which war?,syntax_manipulations,0.523741690408357,0.70188445,1.0,0.49336549620343456,high_school_world_history
"According to Kant's categorical imperative, one should:",syntax_manipulations,0.09184726522187821,0.40000618,1.0,0.26183910711417735,philosophy
"If f(x) = 3x² - 2x + 5, what is f'(x)?",syntax_manipulations,0.2638888888888889,0.6799868,1.0,0.4217927710051595,high_school_mathematics
An object with mass m is moving with velocity v. What is its kinetic energy?,syntax_manipulations,0.0,0.4726058,0.6666666666666666,0.2113769816586802,high_school_physics
Which of the following is NOT a principle of object-oriented programming?,syntax_manipulations,0.0,0.33838156,1.0,0.6462951636167115,college_computer_science
Which of the following is NOT involved in photosynthesis?,syntax_manipulations,0.16666666666666666,0.49165025,0.8333333333333334,0.6728924563642712,high_school_biology
Which of the following is NOT one of Freud's psychosexual stages of development?,syntax_manipulations,0.25,0.49965048,1.0,0.3915610984769529,high_school_psychology
Under what circumstances can a private citizen legally use deadly force against another person?,syntax_manipulations,0.09887334887334888,0.4887887,1.0,0.21785221383892284,professional_law
What is the primary function of mitochondria in a cell?,syntax_manipulations,0.31238953693884763,0.4414245,1.0,0.6200164329937623,high_school_biology
Who was the first Emperor of China?,syntax_manipulations,0.043859649122807015,0.43599823,0.6666666666666666,0.41391261327176815,high_school_world_history
Which of the following is NOT a water-soluble vitamin?,syntax_manipulations,0.9375,1.0,1.0,0.3808274505976672,nutrition
A plaintiff brings a products liability action against the manufacturer of a lawnmower. The plaintiff was injured while using the lawnmower when his foot slipped under the mower. The plaintiff's expert witness testifies that the blade guard was of a type that was more dangerous than alternative designs. The defendant's expert testifies that the blade guard was designed in accordance with government safety regulations. The jury should find for whom?,syntax_manipulations,0.40253654903226527,0.6868048,1.0,0.3170766333525797,professional_law
What is the solution to the system of equations: 2x + y = 5 and x - y = 1?,syntax_manipulations,0.625,0.79230326,0.5,0.1489002460510851,high_school_mathematics
Which philosopher is associated with the concept of the 'social contract'?,syntax_manipulations,0.0,0.3622857,1.0,0.6508304582456471,philosophy
What is the primary role of fiber in the diet?,syntax_manipulations,0.12948575656677766,0.40484497,1.0,0.7676431035707191,nutrition
What is the time complexity of the quicksort algorithm in the average case?,syntax_manipulations,0.0,0.7320226,1.0,0.25734893807017273,college_computer_science
Which of the following is Newton's Second Law of Motion?,syntax_manipulations,0.0,0.26622435,0.6666666666666666,0.556425387093764,high_school_physics
