question,subject,correct_answer,llm_answer,is_correct,confidence,response_time,distractor_set,distractor_type,model
Which of the following is NOT involved in photosynthesis?,high_school_biology,Mitochondria,Mitochondria,True,100.0,0.4857652187347412,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o
Under what circumstances can a private citizen legally use deadly force against another person?,professional_law,When the person reasonably believes deadly force is necessary for self-defense against an imminent threat of death or serious bodily harm,When the person reasonably believes deadly force is necessary for self-defense against an imminent threat of death or serious bodily harm,True,100.0,0.5308001041412354,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o
What is the solution to the system of equations: 2x + y = 5 and x - y = 1?,high_school_mathematics,"x = 2, y = 1",Error: No clear answer,False,,1.5002951622009277,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o
An object with mass m is moving with velocity v. What is its kinetic energy?,high_school_physics,½mv²,½mv²,True,100.0,0.3455240726470947,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o
Which of the following is Newton's Second Law of Motion?,high_school_physics,F = ma,F = ma,True,100.0,0.483767032623291,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o
The Treaty of Versailles was signed at the end of which war?,high_school_world_history,World War I,World War I,True,100.0,0.39128899574279785,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o
Which philosopher is associated with the concept of the 'social contract'?,philosophy,Jean-Jacques Rousseau,Jean-Jacques Rousseau,True,95.0,0.42981982231140137,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o
Which of the following is NOT one of Freud's psychosexual stages of development?,high_school_psychology,Cognitive stage,Cognitive stage,True,100.0,0.5590038299560547,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o
Which of the following is the most common cause of community-acquired pneumonia?,professional_medicine,Streptococcus pneumoniae,Streptococcus pneumoniae,True,95.0,0.42868685722351074,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o
"A patient presents with elevated blood pressure, headache, and dizziness. The most appropriate initial diagnostic test would be:",professional_medicine,24-hour ambulatory blood pressure monitoring,24-hour ambulatory blood pressure monitoring,True,90.0,0.3980827331542969,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o
Under what circumstances can a private citizen legally use deadly force against another person?,professional_law,When the person reasonably believes deadly force is necessary for self-defense against an imminent threat of death or serious bodily harm,When the person reasonably believes deadly force is necessary for self-defense against an imminent threat of death or serious bodily harm,True,100.0,0.48614501953125,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o
What is the primary role of fiber in the diet?,nutrition,Promoting digestive health and regular bowel movements,Promoting digestive health and regular bowel movements,True,100.0,0.3903968334197998,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o
"A patient presents with elevated blood pressure, headache, and dizziness. The most appropriate initial diagnostic test would be:",professional_medicine,24-hour ambulatory blood pressure monitoring,24-hour ambulatory blood pressure monitoring,True,90.0,0.6347930431365967,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o
Which of the following is NOT a water-soluble vitamin?,nutrition,Vitamin E,Vitamin E,True,100.0,0.48487281799316406,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o
"If f(x) = 3x² - 2x + 5, what is f'(x)?",high_school_mathematics,6x - 2,Error: No clear answer,False,,2.0165719985961914,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o
Which of the following is the most common cause of community-acquired pneumonia?,professional_medicine,Streptococcus pneumoniae,Streptococcus pneumoniae,True,95.0,0.3570859432220459,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o
What is the primary function of mitochondria in a cell?,high_school_biology,Energy production through cellular respiration,Energy production through cellular respiration,True,100.0,0.3932180404663086,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o
What is the time complexity of the quicksort algorithm in the average case?,college_computer_science,O(n log n),O(n log n),True,100.0,0.377453088760376,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o
Which of the following is NOT involved in photosynthesis?,high_school_biology,Mitochondria,Mitochondria,True,100.0,0.43517112731933594,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o
Which of the following is NOT a principle of object-oriented programming?,college_computer_science,Procedural decomposition,Procedural decomposition,True,100.0,0.3457348346710205,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o
Which of the following is NOT one of Freud's psychosexual stages of development?,high_school_psychology,Cognitive stage,Cognitive stage,True,95.0,3.990494966506958,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Which of the following is NOT a principle of object-oriented programming?,college_computer_science,Procedural decomposition,Procedural decomposition,True,95.0,4.392776250839233,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Under what circumstances can a private citizen legally use deadly force against another person?,professional_law,When the person reasonably believes deadly force is necessary for self-defense against an imminent threat of death or serious bodily harm,When the person reasonably believes deadly force is necessary for self-defense against an imminent threat of death or serious bodily harm,True,95.0,5.0793681144714355,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
"A patient presents with elevated blood pressure, headache, and dizziness. The most appropriate initial diagnostic test would be:",professional_medicine,24-hour ambulatory blood pressure monitoring,Electrocardiogram (ECG),False,85.0,6.7602667808532715,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Which of the following is the most common cause of community-acquired pneumonia?,professional_medicine,Streptococcus pneumoniae,Streptococcus pneumoniae,True,95.0,3.4828200340270996,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
What is the primary role of fiber in the diet?,nutrition,Promoting digestive health and regular bowel movements,Promoting digestive health and regular bowel movements,True,95.0,0.5971558094024658,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
An object with mass m is moving with velocity v. What is its kinetic energy?,high_school_physics,½mv²,½mv,False,100.0,0.502161979675293,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
A plaintiff brings a products liability action against the manufacturer of a lawnmower. The plaintiff was injured while using the lawnmower when his foot slipped under the mower. The plaintiff's expert witness testifies that the blade guard was of a type that was more dangerous than alternative designs. The defendant's expert testifies that the blade guard was designed in accordance with government safety regulations. The jury should find for whom?,professional_law,"Either party, because compliance with government regulations does not preclude a finding that the product was defective.","Either party, because compliance with government regulations does not preclude a finding that the product was defective.",True,85.0,0.7381219863891602,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
What is the primary function of mitochondria in a cell?,high_school_biology,Energy production through cellular respiration,Energy production through cellular respiration,True,95.0,0.4985957145690918,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Which of the following is NOT involved in photosynthesis?,high_school_biology,Mitochondria,Mitochondria,True,95.0,0.5088129043579102,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Which philosopher is associated with the concept of the 'social contract'?,philosophy,Jean-Jacques Rousseau,Jean-Jacques Rousseau,True,95.0,0.5158610343933105,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Which of the following is NOT a water-soluble vitamin?,nutrition,Vitamin E,Vitamin E,True,100.0,0.39681005477905273,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
"If f(x) = 3x² - 2x + 5, what is f'(x)?",high_school_mathematics,6x - 2,is:,False,100.0,1.7204113006591797,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
What is the time complexity of the quicksort algorithm in the average case?,college_computer_science,O(n log n),O(n log n),True,95.0,0.4370748996734619,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
What is the solution to the system of equations: 2x + y = 5 and x - y = 1?,high_school_mathematics,"x = 2, y = 1",Error: No clear answer,False,,2.1799509525299072,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Which of the following is Newton's Second Law of Motion?,high_school_physics,F = ma,F = ma,True,100.0,0.41510891914367676,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Who was the first Emperor of China?,high_school_world_history,Qin Shi Huang,Qin Shi Huang,True,100.0,0.3921220302581787,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
The Treaty of Versailles was signed at the end of which war?,high_school_world_history,World War I,World War I,True,100.0,0.3984708786010742,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
What is the recency effect in memory?,high_school_psychology,The tendency to better recall items that were presented last in a sequence,The tendency to better recall items that were presented last in a sequence,True,95.0,0.5109310150146484,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
"According to Kant's categorical imperative, one should:",philosophy,"Act only according to that maxim whereby you can, at the same time, will that it should become a universal law","Act only according to that maxim whereby you can, at the same time, will that it should become a universal law",True,95.0,0.8487050533294678,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Who was the first Emperor of China?,high_school_world_history,Qin Shi Huang,Qin Shi Huang,True,100.0,1.5805470943450928,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
An object with mass m is moving with velocity v. What is its kinetic energy?,high_school_physics,½mv²,mv²,False,100.0,0.4198427200317383,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
What is the primary role of fiber in the diet?,nutrition,Promoting digestive health and regular bowel movements,Promoting digestive health and regular bowel movements,True,95.0,0.5555582046508789,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
A plaintiff brings a products liability action against the manufacturer of a lawnmower. The plaintiff was injured while using the lawnmower when his foot slipped under the mower. The plaintiff's expert witness testifies that the blade guard was of a type that was more dangerous than alternative designs. The defendant's expert testifies that the blade guard was designed in accordance with government safety regulations. The jury should find for whom?,professional_law,"Either party, because compliance with government regulations does not preclude a finding that the product was defective.","Either party, because compliance with government regulations does not preclude a finding that the product was defective.",True,85.0,0.631645917892456,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
What is the time complexity of the quicksort algorithm in the average case?,college_computer_science,O(n log n),O(n log n),True,95.0,0.407275915145874,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
What is the recency effect in memory?,high_school_psychology,The tendency to better recall items that were presented last in a sequence,The tendency to better recall items that were presented last in a sequence,True,95.0,0.5718691349029541,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
What is the solution to the system of equations: 2x + y = 5 and x - y = 1?,high_school_mathematics,"x = 2, y = 1",Error: No clear answer,False,,3.911029100418091,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Which of the following is NOT one of Freud's psychosexual stages of development?,high_school_psychology,Cognitive stage,Cognitive stage,True,100.0,0.3942251205444336,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
"A patient presents with elevated blood pressure, headache, and dizziness. The most appropriate initial diagnostic test would be:",professional_medicine,24-hour ambulatory blood pressure monitoring,24-hour ambulatory blood pressure monitoring,True,85.0,0.47106480598449707,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
"According to Kant's categorical imperative, one should:",philosophy,"Act only according to that maxim whereby you can, at the same time, will that it should become a universal law","Act only according to that maxim whereby you can, at the same time, will that it should become a universal law",True,95.0,0.7812581062316895,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Which of the following is the most common cause of community-acquired pneumonia?,professional_medicine,Streptococcus pneumoniae,Streptococcus pneumoniae,True,95.0,0.5565030574798584,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
What is the primary function of mitochondria in a cell?,high_school_biology,Energy production through cellular respiration,Energy production through cellular respiration,True,95.0,0.8191239833831787,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Which of the following is Newton's Second Law of Motion?,high_school_physics,F = ma,F = ma,True,100.0,0.3839731216430664,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Which philosopher is associated with the concept of the 'social contract'?,philosophy,Jean-Jacques Rousseau,Jean-Jacques Rousseau,True,95.0,0.8272891044616699,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
The Treaty of Versailles was signed at the end of which war?,high_school_world_history,World War I,World War I,True,100.0,0.49960923194885254,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Which of the following is NOT involved in photosynthesis?,high_school_biology,Mitochondria,Mitochondria,True,95.0,0.6372020244598389,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
"If f(x) = 3x² - 2x + 5, what is f'(x)?",high_school_mathematics,6x - 2,is:,False,100.0,1.7215540409088135,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Which of the following is NOT a principle of object-oriented programming?,college_computer_science,Procedural decomposition,Procedural decomposition,True,95.0,0.6543900966644287,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Which of the following is NOT a water-soluble vitamin?,nutrition,Vitamin E,Vitamin E,True,95.0,0.3698749542236328,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Under what circumstances can a private citizen legally use deadly force against another person?,professional_law,When the person reasonably believes deadly force is necessary for self-defense against an imminent threat of death or serious bodily harm,When the person reasonably believes deadly force is necessary for self-defense against an imminent threat of death or serious bodily harm,True,95.0,0.6905670166015625,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
"According to Kant's categorical imperative, one should:",philosophy,"Act only according to that maxim whereby you can, at the same time, will that it should become a universal law","Act only according to that maxim whereby you can, at the same time, will that it should become a universal law",True,95.0,0.8293828964233398,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Which of the following is NOT a water-soluble vitamin?,nutrition,Vitamin E,Vitamin E,True,95.0,0.513826847076416,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Which philosopher is associated with the concept of the 'social contract'?,philosophy,Jean-Jacques Rousseau,Jean-Jacques Rousseau,True,90.0,0.5143651962280273,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
"If f(x) = 3x² - 2x + 5, what is f'(x)?",high_school_mathematics,6x - 2,6x - 2,True,,3.387307643890381,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Which of the following is NOT one of Freud's psychosexual stages of development?,high_school_psychology,Cognitive stage,Cognitive stage,True,100.0,0.570972204208374,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
A plaintiff brings a products liability action against the manufacturer of a lawnmower. The plaintiff was injured while using the lawnmower when his foot slipped under the mower. The plaintiff's expert witness testifies that the blade guard was of a type that was more dangerous than alternative designs. The defendant's expert testifies that the blade guard was designed in accordance with government safety regulations. The jury should find for whom?,professional_law,"Either party, because compliance with government regulations does not preclude a finding that the product was defective.","Either party, because compliance with government regulations does not preclude a finding that the product was defective.",True,90.0,0.8916118144989014,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
An object with mass m is moving with velocity v. What is its kinetic energy?,high_school_physics,½mv²,mv²,False,100.0,0.6869990825653076,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
"A patient presents with elevated blood pressure, headache, and dizziness. The most appropriate initial diagnostic test would be:",professional_medicine,24-hour ambulatory blood pressure monitoring,24-hour ambulatory blood pressure monitoring,True,85.0,0.5192949771881104,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Which of the following is Newton's Second Law of Motion?,high_school_physics,F = ma,F = ma,True,100.0,0.4908111095428467,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
What is the recency effect in memory?,high_school_psychology,The tendency to better recall items that were presented last in a sequence,The tendency to better recall items that were presented last in a sequence,True,95.0,0.4837660789489746,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Under what circumstances can a private citizen legally use deadly force against another person?,professional_law,When the person reasonably believes deadly force is necessary for self-defense against an imminent threat of death or serious bodily harm,When the person reasonably believes deadly force is necessary for self-defense against an imminent threat of death or serious bodily harm,True,95.0,1.0802500247955322,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
What is the solution to the system of equations: 2x + y = 5 and x - y = 1?,high_school_mathematics,"x = 2, y = 1",Error: No clear answer,False,,2.281852960586548,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Which of the following is the most common cause of community-acquired pneumonia?,professional_medicine,Streptococcus pneumoniae,Streptococcus pneumoniae,True,95.0,0.6507830619812012,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Which of the following is NOT involved in photosynthesis?,high_school_biology,Mitochondria,Mitochondria,True,95.0,0.4529399871826172,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Which of the following is NOT a principle of object-oriented programming?,college_computer_science,Procedural decomposition,Procedural decomposition,True,95.0,0.6659469604492188,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
What is the primary role of fiber in the diet?,nutrition,Promoting digestive health and regular bowel movements,Promoting digestive health and regular bowel movements,True,95.0,0.6506607532501221,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
The Treaty of Versailles was signed at the end of which war?,high_school_world_history,World War I,World War I,True,100.0,0.5209479331970215,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Who was the first Emperor of China?,high_school_world_history,Qin Shi Huang,Qin Shi Huang,True,95.0,0.5503981113433838,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
What is the primary function of mitochondria in a cell?,high_school_biology,Energy production through cellular respiration,Energy production through cellular respiration,True,95.0,0.5228919982910156,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
What is the time complexity of the quicksort algorithm in the average case?,college_computer_science,O(n log n),O(n log n),True,95.0,0.5244007110595703,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
A plaintiff brings a products liability action against the manufacturer of a lawnmower. The plaintiff was injured while using the lawnmower when his foot slipped under the mower. The plaintiff's expert witness testifies that the blade guard was of a type that was more dangerous than alternative designs. The defendant's expert testifies that the blade guard was designed in accordance with government safety regulations. The jury should find for whom?,professional_law,"Either party, because compliance with government regulations does not preclude a finding that the product was defective.","Either party, because compliance with government regulations does not preclude a finding that the product was defective.",True,85.0,0.5678868293762207,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Which of the following is the most common cause of community-acquired pneumonia?,professional_medicine,Streptococcus pneumoniae,Streptococcus pneumoniae,True,95.0,0.7025012969970703,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
What is the solution to the system of equations: 2x + y = 5 and x - y = 1?,high_school_mathematics,"x = 2, y = 1",Error: No clear answer,False,,3.1294028759002686,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
What is the time complexity of the quicksort algorithm in the average case?,college_computer_science,O(n log n),O(n log n),True,95.0,0.5111129283905029,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
The Treaty of Versailles was signed at the end of which war?,high_school_world_history,World War I,World War I,True,100.0,0.543729305267334,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
An object with mass m is moving with velocity v. What is its kinetic energy?,high_school_physics,½mv²,½mv,False,100.0,0.5304558277130127,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
What is the primary function of mitochondria in a cell?,high_school_biology,Energy production through cellular respiration,Energy production through cellular respiration,True,100.0,0.672076940536499,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Which of the following is NOT a water-soluble vitamin?,nutrition,Vitamin E,Vitamin E,True,95.0,0.7075140476226807,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Under what circumstances can a private citizen legally use deadly force against another person?,professional_law,When the person reasonably believes deadly force is necessary for self-defense against an imminent threat of death or serious bodily harm,When the person reasonably believes deadly force is necessary for self-defense against an imminent threat of death or serious bodily harm,True,95.0,0.8797357082366943,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Who was the first Emperor of China?,high_school_world_history,Qin Shi Huang,Qin Shi Huang,True,95.0,0.5431323051452637,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
"According to Kant's categorical imperative, one should:",philosophy,"Act only according to that maxim whereby you can, at the same time, will that it should become a universal law","Act only according to that maxim whereby you can, at the same time, will that it should become a universal law",True,95.0,0.7382090091705322,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Which of the following is NOT involved in photosynthesis?,high_school_biology,Mitochondria,Mitochondria,True,95.0,0.49367713928222656,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Which of the following is Newton's Second Law of Motion?,high_school_physics,F = ma,F = ma,True,100.0,0.46526265144348145,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
"If f(x) = 3x² - 2x + 5, what is f'(x)?",high_school_mathematics,6x - 2,6x - 2,True,95.0,0.4679701328277588,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Which of the following is NOT a principle of object-oriented programming?,college_computer_science,Procedural decomposition,Procedural decomposition,True,95.0,0.4061391353607178,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
"A patient presents with elevated blood pressure, headache, and dizziness. The most appropriate initial diagnostic test would be:",professional_medicine,24-hour ambulatory blood pressure monitoring,24-hour ambulatory blood pressure monitoring,True,85.0,0.9559400081634521,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
What is the recency effect in memory?,high_school_psychology,The tendency to better recall items that were presented last in a sequence,The tendency to better recall items that were presented last in a sequence,True,95.0,0.5646147727966309,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
What is the primary role of fiber in the diet?,nutrition,Promoting digestive health and regular bowel movements,Promoting digestive health and regular bowel movements,True,95.0,0.5775501728057861,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Which of the following is NOT one of Freud's psychosexual stages of development?,high_school_psychology,Cognitive stage,Cognitive stage,True,100.0,0.38519883155822754,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Which philosopher is associated with the concept of the 'social contract'?,philosophy,Jean-Jacques Rousseau,Jean-Jacques Rousseau,True,95.0,0.582942008972168,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
What is the recency effect in memory?,high_school_psychology,The tendency to better recall items that were presented last in a sequence,The tendency to better recall items that were presented last in a sequence,True,95.0,0.542036771774292,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
The Treaty of Versailles was signed at the end of which war?,high_school_world_history,World War I,World War I,True,100.0,0.41623497009277344,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
"According to Kant's categorical imperative, one should:",philosophy,"Act only according to that maxim whereby you can, at the same time, will that it should become a universal law","Act only according to that maxim whereby you can, at the same time, will that it should become a universal law",True,95.0,0.8125991821289062,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
"If f(x) = 3x² - 2x + 5, what is f'(x)?",high_school_mathematics,6x - 2,6x + 5,False,,2.0752017498016357,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
An object with mass m is moving with velocity v. What is its kinetic energy?,high_school_physics,½mv²,½mv²,True,100.0,0.6573820114135742,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Which of the following is NOT a principle of object-oriented programming?,college_computer_science,Procedural decomposition,Procedural decomposition,True,95.0,0.46349000930786133,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Which of the following is NOT involved in photosynthesis?,high_school_biology,Mitochondria,Mitochondria,True,95.0,0.5435478687286377,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Which of the following is NOT one of Freud's psychosexual stages of development?,high_school_psychology,Cognitive stage,Cognitive stage,True,100.0,0.5079610347747803,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Under what circumstances can a private citizen legally use deadly force against another person?,professional_law,When the person reasonably believes deadly force is necessary for self-defense against an imminent threat of death or serious bodily harm,When the person reasonably believes deadly force is necessary for self-defense against an imminent threat of death or serious bodily harm,True,95.0,0.9152419567108154,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
What is the primary function of mitochondria in a cell?,high_school_biology,Energy production through cellular respiration,Energy production through cellular respiration,True,95.0,0.5125150680541992,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Who was the first Emperor of China?,high_school_world_history,Qin Shi Huang,Qin Shi Huang,True,100.0,0.44101810455322266,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Which of the following is NOT a water-soluble vitamin?,nutrition,Vitamin E,Vitamin E,True,100.0,0.52913498878479,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
A plaintiff brings a products liability action against the manufacturer of a lawnmower. The plaintiff was injured while using the lawnmower when his foot slipped under the mower. The plaintiff's expert witness testifies that the blade guard was of a type that was more dangerous than alternative designs. The defendant's expert testifies that the blade guard was designed in accordance with government safety regulations. The jury should find for whom?,professional_law,"Either party, because compliance with government regulations does not preclude a finding that the product was defective.","Either party, because compliance with government regulations does not preclude a finding that the product was defective.",True,85.0,0.8424890041351318,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
What is the solution to the system of equations: 2x + y = 5 and x - y = 1?,high_school_mathematics,"x = 2, y = 1",Error: No clear answer,False,,2.8275299072265625,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Which philosopher is associated with the concept of the 'social contract'?,philosophy,Jean-Jacques Rousseau,Jean-Jacques Rousseau,True,85.0,0.4650387763977051,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
What is the primary role of fiber in the diet?,nutrition,Promoting digestive health and regular bowel movements,Promoting digestive health and regular bowel movements,True,95.0,0.652137041091919,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
What is the time complexity of the quicksort algorithm in the average case?,college_computer_science,O(n log n),O(n log n),True,95.0,0.6644737720489502,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Which of the following is Newton's Second Law of Motion?,high_school_physics,F = ma,F = ma,True,100.0,0.4327528476715088,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Which of the following is the most common cause of community-acquired pneumonia?,professional_medicine,Streptococcus pneumoniae,Streptococcus pneumoniae,True,95.0,0.5767700672149658,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
"A patient presents with elevated blood pressure, headache, and dizziness. The most appropriate initial diagnostic test would be:",professional_medicine,24-hour ambulatory blood pressure monitoring,24-hour ambulatory blood pressure monitoring,True,85.0,0.5969417095184326,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Which philosopher is associated with the concept of the 'social contract'?,philosophy,Jean-Jacques Rousseau,Jean-Jacques Rousseau,True,95.0,0.4338419437408447,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
"According to Kant's categorical imperative, one should:",philosophy,"Act only according to that maxim whereby you can, at the same time, will that it should become a universal law","Act only according to that maxim whereby you can, at the same time, will that it should become a universal law",True,95.0,9.372720956802368,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
Which of the following is NOT a water-soluble vitamin?,nutrition,Vitamin E,Vitamin E,True,95.0,0.4361391067504883,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
What is the recency effect in memory?,high_school_psychology,The tendency to better recall items that were presented last in a sequence,The tendency to better recall items that were presented last in a sequence,True,95.0,0.789135217666626,mmlu_distractors_plausible_alternatives,plausible_alternatives,gpt-4o-mini
